,positive,daily return_past_ma30
405,0,0.009469166981333314
406,1,0.0076531964689007985
407,1,0.00907139911951096
408,1,0.011504065445538973
409,0,0.013417922728264179
410,1,0.011987233548033644
411,0,0.008100862303844008
412,0,0.007593714234918477
413,1,0.005029171346176872
414,0,0.007524847155418283
415,1,0.005776562353052106
416,1,0.0053288951500657525
417,0,0.004890156729568858
418,0,0.0054829534631058476
419,1,0.0016785358050296535
420,1,0.0035723492982357367
421,0,0.0007894807039655209
422,1,-0.0010410897965606755
423,0,-0.0005333951866383931
424,0,-0.0007983368568460196
425,1,-0.0026566907362150357
426,0,-0.001956853151338463
427,1,-0.004815075019537707
428,0,-0.002146315694053732
429,0,-0.000942310484024426
430,1,-0.0008846071911590888
431,0,-0.0011006940976829047
432,0,-0.0022139852554973307
433,1,-0.002189894678053091
434,1,-0.0010514549597683128
435,0,-0.0006361945442581063
436,0,-0.0008183302055821998
437,0,-0.00421461233712271
438,0,-0.006516688851262571
439,1,-0.008162336917835349
440,1,-0.005120299541976984
441,0,-0.003146178767247898
442,1,-0.0036834550392418675
443,1,-0.0023607437993781104
444,0,-0.000779422261916222
445,0,-0.00011503768742049762
446,1,-0.003965271399592433
447,1,-0.001656360038049498
448,1,0.005226154886749235
449,0,0.007717313908037382
450,1,0.0064489931718902495
451,1,0.009251217482515969
452,0,0.012248858035154261
453,0,0.009609168131902794
454,1,0.005638998873497014
455,0,0.0073826691595238175
456,0,0.006137974267499402
457,1,0.004784054875030682
458,1,0.004514936500550603
459,1,0.004525790728272305
460,1,0.0062791141729921654
461,1,0.011597167837897708
462,0,0.01271749549435041
463,0,0.011935109110025913
464,1,0.010603046037709707
465,1,0.010630932719536905
466,0,0.012974654378081658
467,0,0.014134925472201037
468,1,0.012584233103068377
469,1,0.013718226831885135
470,1,0.012404995746044938
471,0,0.010487109731740548
472,1,0.010670408823960838
473,0,0.013060825463036562
474,1,0.0091880153645219
475,0,0.012622608859028318
476,0,0.015355438213094466
477,1,0.012788265939991198
478,0,0.008069858175142578
479,0,0.006279918934539201
480,1,0.004322180099416946
481,1,0.0015958132706608212
482,0,0.001668494092736239
483,1,0.0038775218402419633
484,1,0.008873089384552113
485,0,0.009686716492149427
486,1,0.007401987668389857
487,0,0.009936831935525659
488,0,0.006468783625664931
489,0,0.005589763823856564
490,1,0.0027714154668971682
491,0,-0.000939420454013847
492,1,-0.002939202181386532
493,0,-0.0011328918889917938
494,0,-0.00391702807273601
495,1,-0.007265544907185862
496,0,-0.007150046466806507
497,1,-0.005841492435308112
498,0,-0.0013887341077057505
499,0,-0.0030627818832831017
500,0,-0.004229609570038399
501,1,-0.0062422345630555485
502,1,-0.004040185909846801
503,0,-0.006943769953335473
504,0,-0.007989402756020052
505,1,-0.010714912785061053
506,0,-0.009843319403368467
507,0,-0.011057818936982374
508,0,-0.014130061694030997
509,1,-0.01849964353686581
510,1,-0.014115670276214905
511,0,-0.01210427249525432
512,0,-0.014895478296305876
513,1,-0.014709361237885648
514,1,-0.012518893096712209
515,0,-0.01271861119886727
516,1,-0.010925798443437652
517,1,-0.00866314763566964
518,0,-0.006209849691239544
519,1,-0.006466014042741127
520,0,-0.004342745907024359
521,1,-0.007873403330717487
522,1,-0.003849143958709082
523,0,-0.0039601842672766195
524,0,-0.0018124365684357565
