,daily return,daily return_past_ma10
0,,
1,-0.0032414910858995505,
2,0.021138211382113692,-0.0032414910858995505
3,-0.022292993630573243,0.00894836014810707
4,0.04234527687296419,-0.0014654244447863674
5,0.006250000000000089,0.009487250884651272
6,0.0,0.008839800707721035
7,-0.024844720496894568,0.007366500589767529
8,0.04617834394904463,0.0027648975773872297
9,-0.03196347031963476,0.008191578373844405
10,0.02672955974842761,0.0037299062967911644
11,-0.05666156202143946,0.00602987164195481
12,-0.022727272727272707,0.0006878645484008183
13,0.021594684385382035,-0.0036986838625378215
14,0.004878048780487809,0.0006900839390577062
15,-0.04207119741100318,-0.003056638870189932
16,-0.016891891891891886,-0.007888758611290259
17,0.005154639175257714,-0.009577947800479446
18,-0.017094017094017144,-0.006578011833264219
19,-0.02782608695652178,-0.012905247937570396
20,0.003577817531305927,-0.0124915096012591
21,0.04634581105169344,-0.014806683822971267
22,-0.005110732538330609,-0.004505946515657977
23,0.001712328767123239,-0.002744292496763767
24,-0.0017094017094017033,-0.004732528058589647
25,0.044520547945205546,-0.005391273107578598
26,-0.02950819672131144,0.0032679014280422745
27,-0.04391891891891897,0.0020062709451003193
28,0.026501766784452263,-0.0029010848643173494
29,0.10154905335628217,0.0014584935235295916
30,0.0625,0.014396007554809987
31,-0.14558823529411757,0.020288225801679393
32,0.2426850258175559,0.0010948211670982922
33,0.20914127423822704,0.025874397002686945
34,-0.010309278350515316,0.046617291549797324
35,0.11458333333333326,0.04575730388568596
36,-0.017653167185877505,0.05276358242449873
37,-0.11522198731501043,0.053949085378042126
38,-0.03823178016726403,0.046818778538432984
39,0.04596273291925468,0.040345423843261355
40,-0.0035629453681710332,0.034786791799558604
41,0.0,0.0281804972627415
42,0.017878426698450633,0.04273932079215326
43,-0.015222482435597318,0.02025866088024273
44,-0.03210463733650404,-0.002177714787139706
45,0.025798525798525818,-0.004357250685738579
46,-0.019161676646706538,-0.013235731439219323
47,0.03907203907203893,-0.013386582385302225
48,0.04347826086956519,0.0020428202534027106
49,-0.07432432432432423,0.010213824357085632
50,-0.0012165450121655041,-0.0018148813672722586
51,-0.01705237515225322,-0.0015802413316717057
52,0.026022304832713727,-0.0032854788468970274
53,-0.0036231884057971175,-0.0024710910334707183
54,-0.043636363636363584,-0.0013111616304906982
55,-0.03929024081115351,-0.0024643342604766527
56,-0.05145118733509224,-0.008973210921444586
57,0.013908205841446364,-0.012202161990283155
58,-0.026063100137174278,-0.014718545313342412
59,0.008450704225352101,-0.02167268141401636
60,-0.0027932960893852776,-0.013395178559048726
61,0.03081232492997188,-0.013552853666770703
62,0.025815217391304435,-0.008766383658548194
63,-0.01192052980132463,-0.008787092402689123
64,0.01608579088471851,-0.009616826542241875
65,0.02242744063324542,-0.0036446110901336647
66,0.016774193548387162,0.0025271570543062283
67,0.0012690355329949554,0.009349695142654168
68,-0.043092522179974724,0.008085778111809027
69,-0.03841059602649011,0.006382835907528983
70,0.026170798898071723,0.0016967058823447623
71,0.0013422818791946067,0.004593115381090462
72,0.030831099195710587,0.0016461110760127352
73,-0.0013003901170351995,0.00214769925645335
74,-0.0026041666666667407,0.0032097132248822937
75,-0.005221932114882422,0.0013407174697437686
76,-0.03412073490813661,-0.0014242198050690158
77,0.01902173913043481,-0.006513712650721393
78,0.028000000000000025,-0.004738442290977407
79,-0.005188067444876654,0.0023708099270200677
80,-0.06649282920469368,0.005693062785181413
81,0.033519553072625774,-0.0035733000250951275
82,0.032432432432432545,-0.00035557290575201074
83,-0.04450261780104714,-0.00019543958207981493
84,0.1150684931506849,-0.004515662350481009
85,-0.02579852579852593,0.007251603631254155
86,-0.010088272383354302,0.005193944262889804
87,0.0662420382165605,0.007597190515368035
88,-0.008363201911589013,0.012319220423980603
89,0.09518072289156643,0.0086829002328217
90,0.007700770077007535,0.018719779266466008
91,0.012008733624454315,0.02613913919463613
92,-0.016181229773462813,0.023988057249818985
93,-0.03289473684210531,0.019126691029229446
94,-0.00793650793650802,0.02028747912512363
95,-0.044571428571428595,0.007986979016404338
96,0.08971291866028719,0.006109688739114072
97,-0.02524698133918768,0.016089807843478222
98,-0.019144144144144226,0.006940905887903403
99,0.014925373134328401,0.005862811664647883
100,-0.022624434389140302,-0.0021627233110759203
101,-0.0185185185185186,-0.005195243757690704
102,-0.003537735849056589,-0.008247968971987995
103,0.01538461538461533,-0.006983619579547374
104,-0.08391608391608396,-0.0021556843568753094
105,0.04325699745547085,-0.009753641954832904
106,0.009756097560975618,-0.0009707993521429592
107,0.12560386473429963,-0.008966481462074117
108,-0.0504291845493563,0.006118603145274615
109,0.01016949152542379,0.0029900991047534077
110,-0.01118568232662187,0.0025145109438629463
111,-0.02714932126696834,0.0036583861501147895
112,-0.037209302325581395,0.0027953058752698155
113,0.007246376811594235,-0.0005718507723826649
114,0.1378896882494005,-0.0013856746296847743
115,0.05584826132771337,0.020794902586863673
116,0.0958083832335328,0.022054028974087925
117,-0.024590163934426257,0.030659257541343642
118,0.0037348272642390157,0.015639854674471054
119,0.027906976744185963,0.021056255855830586
120,0.03800904977375574,0.022830004377706804
121,-0.06277244986922403,0.027749477587744563
122,0.033488372093023244,0.024187164727518994
123,-0.1188118811881187,0.031256932169379456
124,0.04596527068437184,0.018651106369408164
125,-0.010742187500000111,0.009458664612905298
126,-0.021717670286278357,0.002799619730133951
127,0.03733602421796167,-0.008952985621847164
128,-0.06225680933852129,-0.002760366806608372
129,-0.01556016597510368,-0.009359530466884402
130,-0.01475237091675452,-0.013706244738813367
131,0.03315508021390379,-0.018982386807864394
132,0.010351966873705987,-0.00938963379955161
133,-0.024590163934426146,-0.011703274321483336
134,0.0031512605042016695,-0.002281102596114082
135,0.05235602094240832,-0.006562503614131099
136,-0.057711442786069655,-0.0002526827698902556
137,-0.14361140443505815,-0.0038520600198693857
138,0.002466091245376223,-0.021946802885171368
139,0.11439114391143912,-0.015474512826781616
140,-0.013245033112582627,-0.0024793818381273367
141,0.0022371364653241965,-0.0023286480577101474
142,0.06473214285714302,-0.0054204424325681065
143,-0.048218029350104885,1.7575165775596257e-05
144,0.05396475770925124,-0.0023452113757922778
145,0.0052246603970742544,0.0027361383447126798
146,-0.08316008316008316,-0.001976997709820727
