,timestamp,open,high,low,close,volume,market cap,daily return,positive,daily return_past,daily return_past_ma30
0,2022/12/10,61.5,61.9,61.3,61.7,11997.611,11997.611,,0,,
1,2022/12/9,62.9,63.4,61.0,61.5,92191.065,92191.065,-0.0032414910858995505,0,,
2,2022/12/8,61.4,63.5,60.4,62.8,78099.435,78099.435,0.021138211382113692,1,-0.0032414910858995505,-0.0032414910858995505
3,2022/12/7,64.0,64.1,60.1,61.4,138823.25,138823.25,-0.022292993630573243,0,0.021138211382113692,0.00894836014810707
4,2022/12/6,64.4,65.6,62.7,64.0,77089.109,77089.109,0.04234527687296419,1,-0.022292993630573243,-0.0014654244447863674
5,2022/12/5,64.4,67.3,63.8,64.4,114181.533,114181.533,0.006250000000000089,1,0.04234527687296419,0.009487250884651272
6,2022/12/4,62.7,64.6,62.7,64.4,61920.918,61920.918,0.0,1,0.006250000000000089,0.008839800707721035
7,2022/12/3,65.7,66.4,62.5,62.8,87857.443,87857.443,-0.024844720496894568,0,0.0,0.007366500589767529
8,2022/12/2,63.7,65.8,62.2,65.7,118425.765,118425.765,0.04617834394904463,1,-0.024844720496894568,0.0027648975773872297
9,2022/12/1,65.3,65.5,63.0,63.6,101872.218,101872.218,-0.03196347031963476,0,0.04617834394904463,0.008191578373844405
10,2022/11/30,61.6,66.0,61.6,65.3,183829.887,183829.887,0.02672955974842761,1,-0.03196347031963476,0.0037299062967911644
11,2022/11/29,60.1,62.5,59.5,61.6,116656.424,116656.424,-0.05666156202143946,0,0.02672955974842761,0.00602987164195481
12,2022/11/28,61.5,62.6,58.5,60.2,158701.234,158701.234,-0.022727272727272707,0,-0.05666156202143946,0.00033065039982805753
13,2022/11/27,61.7,63.4,59.9,61.5,301776.958,301776.958,0.021594684385382035,1,-0.022727272727272707,-0.0015908431940970063
14,2022/11/26,59.1,62.5,59.1,61.8,201160.874,201160.874,0.004878048780487809,1,0.021594684385382035,0.00019265892740138159
15,2022/11/25,58.1,60.5,56.7,59.2,172823.625,172823.625,-0.04207119741100318,0,0.004878048780487809,0.0005273296311932693
16,2022/11/24,58.5,60.1,57.3,58.2,131257.362,131257.362,-0.016891891891891886,0,-0.04207119741100318,-0.0023125721716198274
17,2022/11/23,57.4,59.4,56.5,58.5,235567.726,235567.726,0.005154639175257714,1,-0.016891891891891886,-0.003223779654136831
18,2022/11/22,55.9,57.9,50.2,57.5,725741.201,725741.201,-0.017094017094017144,0,0.005154639175257714,-0.002730931487701858
19,2022/11/21,56.0,57.9,53.9,55.9,185280.612,185280.612,-0.02782608695652178,0,-0.017094017094017144,-0.003528880688052707
20,2022/11/20,58.8,62.1,55.5,56.1,213779.705,213779.705,0.003577817531305927,1,-0.02782608695652178,-0.004807681017972132
21,2022/11/19,58.4,59.2,56.9,58.7,70747.163,70747.163,0.04634581105169344,1,0.003577817531305927,-0.004388406090508229
22,2022/11/18,58.6,61.4,57.4,58.4,125846.513,125846.513,-0.005110732538330609,0,0.04634581105169344,-0.0019724909884986258
23,2022/11/17,58.3,59.6,56.8,58.5,111201.692,111201.692,0.001712328767123239,1,-0.005110732538330609,-0.0021151383316728068
24,2022/11/16,61.0,62.2,57.0,58.4,158757.769,158757.769,-0.0017094017094017033,0,0.001712328767123239,-0.0019487267186816743
25,2022/11/15,59.2,63.0,58.4,61.0,215254.241,215254.241,0.044520547945205546,1,-0.0017094017094017033,-0.0019387548432950087
26,2022/11/14,56.7,59.8,53.4,59.2,285264.128,285264.128,-0.02950819672131144,0,0.044520547945205546,-8.038273175498656e-05
27,2022/11/13,58.0,61.0,55.7,56.6,307122.874,307122.874,-0.04391891891891897,0,-0.02950819672131144,-0.0012122217313533118
28,2022/11/12,64.1,64.1,56.8,58.1,499358.201,499358.201,0.026501766784452263,1,-0.04391891891891897,-0.0027939512568187063
29,2022/11/11,68.0,68.9,60.5,64.0,281627.934,281627.934,0.10154905335628217,1,0.026501766784452263,-0.0017476756124876005
30,2022/11/10,58.2,70.9,57.0,68.0,474350.321,474350.321,0.0625,1,0.10154905335628217,0.0018142805588492882
31,2022/11/9,72.2,73.1,56.9,58.1,457924.579,457924.579,-0.14558823529411757,0,0.0625,0.003837137873554312
32,2022/11/8,87.2,88.4,65.6,72.2,602566.691,602566.691,0.2426850258175559,1,-0.14558823529411757,-0.0009077536000529555
33,2022/11/7,86.3,90.5,83.8,87.3,193318.74,193318.74,0.20914127423822704,1,0.2426850258175559,0.006477140214461785
34,2022/11/6,96.3,96.4,86.3,86.4,201022.883,201022.883,-0.010309278350515316,0,0.20914127423822704,0.014191615810088461
35,2022/11/5,94.7,98.4,93.5,96.3,184998.275,184998.275,0.11458333333333326,1,-0.010309278350515316,0.012436463969305811
36,2022/11/4,83.7,97.7,83.3,94.6,335363.331,335363.331,-0.017653167185877505,0,0.11458333333333326,0.016047575080416918
37,2022/11/3,80.4,86.6,79.8,83.7,133482.774,133482.774,-0.11522198731501043,0,-0.017653167185877505,0.015459136174221
38,2022/11/2,84.2,85.7,79.1,80.5,137280.902,137280.902,-0.03823178016726403,0,-0.11522198731501043,0.012446560613617137
39,2022/11/1,83.9,86.3,83.5,84.2,92036.054,92036.054,0.04596273291925468,1,-0.03823178016726403,0.009632889809740182
40,2022/10/31,83.9,87.2,82.4,83.9,108644.041,108644.041,-0.0035629453681710332,0,0.04596273291925468,0.012230429917703163
41,2022/10/30,85.4,86.9,82.8,83.9,64194.968,64194.968,0.0,1,-0.0035629453681710332,0.011220679747149876
42,2022/10/29,84.1,87.4,83.8,85.4,111401.65,111401.65,0.017878426698450633,1,0.0,0.013109398481197857
43,2022/10/28,81.4,85.0,80.5,84.1,94671.477,94671.477,-0.015222482435597318,0,0.017878426698450633,0.014462921795388635
44,2022/10/27,83.5,87.1,80.5,81.4,195605.982,195605.982,-0.03210463733650404,0,-0.015222482435597318,0.01323568290135599
45,2022/10/26,81.9,85.3,80.8,83.5,191678.394,191678.394,0.025798525798525818,1,-0.03210463733650404,0.012002926697456262
